config_tag,classifier,fold_id,repeat,fold,outer_seed,best_T,best_rho,best_k,best_C,inner_best_val,n_test,n_test_control,n_test_adhd,n_train,n_train_control,n_train_adhd,tp,tn,fp,fn,accuracy,balanced_accuracy,sensitivity,specificity,precision,recall,f1,auc_roc,mcc
N5G5,PPK-SVM,r3f1,2,0,2,3,0.4,,10.0,0.7708333333333334,25,12,13,96,48,48,11,9,3,2,0.8,0.7980769230769231,0.8461538461538461,0.75,0.7857142857142857,0.8461538461538461,0.8148148148148148,0.9358974358974359,0.6000124873825419
N5G5,PPK-SVM,r3f2,2,1,2,15,0.55,,10.0,0.75,24,12,12,97,48,49,10,10,2,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9583333333333334,0.6666666666666666
N5G5,PPK-SVM,r3f3,2,2,2,2,0.4,,10.0,0.8462009803921569,24,12,12,97,48,49,7,8,4,5,0.625,0.625,0.5833333333333334,0.6666666666666666,0.6363636363636364,0.5833333333333334,0.6086956521739131,0.6597222222222222,0.2508726030021272
N5G5,PPK-SVM,r3f4,2,3,2,5,0.25,,10.0,0.7830882352941176,24,12,12,97,48,49,12,8,4,0,0.8333333333333334,0.8333333333333333,1.0,0.6666666666666666,0.75,1.0,0.8571428571428571,0.875,0.7071067811865476
N5G5,PPK-SVM,r3f5,2,4,2,5,0.25,,100.0,0.8351715686274509,24,12,12,97,48,49,8,9,3,4,0.7083333333333334,0.7083333333333333,0.6666666666666666,0.75,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.7430555555555556,0.4181210050035454
N5G5,PPK-SVM,r4f1,3,0,3,15,0.55,,10.0,0.8229166666666666,25,12,13,96,48,48,9,6,6,4,0.6,0.5961538461538461,0.6923076923076923,0.5,0.6,0.6923076923076923,0.6428571428571429,0.7692307692307693,0.19611613513818404
N5G5,PPK-SVM,r4f2,3,1,3,7,0.55,,10.0,0.7726715686274509,24,12,12,97,48,49,11,8,4,1,0.7916666666666666,0.7916666666666666,0.9166666666666666,0.6666666666666666,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.8125,0.6024640760767094
N5G5,PPK-SVM,r4f3,3,2,3,1,0.25,,1.0,0.7089460784313726,24,12,12,97,48,49,9,9,3,3,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.8402777777777777,0.5
N5G5,PPK-SVM,r4f4,3,3,3,2,0.25,,100.0,0.7634803921568628,24,12,12,97,48,49,9,7,5,3,0.6666666666666666,0.6666666666666667,0.75,0.5833333333333334,0.6428571428571429,0.75,0.6923076923076923,0.7083333333333334,0.3380617018914066
N5G5,PPK-SVM,r4f5,3,4,3,15,0.85,,1.0,0.7530637254901961,24,12,12,97,48,49,9,6,6,3,0.625,0.625,0.75,0.5,0.6,0.75,0.6666666666666666,0.6527777777777777,0.25819888974716115
N5G5,PPK-SVM,r5f1,4,0,4,2,0.25,,100.0,0.71875,25,12,13,96,48,48,12,10,2,1,0.88,0.8782051282051282,0.9230769230769231,0.8333333333333334,0.8571428571428571,0.9230769230769231,0.8888888888888888,0.8974358974358975,0.761306166786451
N5G5,PPK-SVM,r5f2,4,1,4,2,0.4,,10.0,0.7316176470588235,24,12,12,97,48,49,7,12,0,5,0.7916666666666666,0.7916666666666667,0.5833333333333334,1.0,1.0,0.5833333333333334,0.7368421052631579,0.9027777777777777,0.641688947919748
N5G5,PPK-SVM,r5f3,4,2,4,1,0.1,,1.0,0.6482843137254902,24,12,12,97,48,49,10,11,1,2,0.875,0.875,0.8333333333333334,0.9166666666666666,0.9090909090909091,0.8333333333333334,0.8695652173913043,0.9652777777777778,0.7526178090063816
N5G5,PPK-SVM,r5f4,4,3,4,1,0.25,,1.0,0.7824754901960785,24,12,12,97,48,49,10,4,8,2,0.5833333333333334,0.5833333333333334,0.8333333333333334,0.3333333333333333,0.5555555555555556,0.8333333333333334,0.6666666666666666,0.4722222222222222,0.19245008972987526
N5G5,PPK-SVM,r5f5,4,4,4,1,0.1,,1.0,0.7830882352941176,24,12,12,97,48,49,10,2,10,2,0.5,0.5,0.8333333333333334,0.16666666666666666,0.5,0.8333333333333334,0.625,0.6527777777777778,0.0
